sample_index,timestamp_local,timestamp_utc,elapsed_s,tick,tick_changed,node_count,node_ids,missing_nodes,estimated_persons,presence,motion_level,classification_confidence,mean_rssi,variance,motion_band_power,breathing_band_power,dominant_freq_hz,spectral_power,change_points,breathing_rate_bpm,breathing_confidence,heart_rate_bpm,heartbeat_confidence,signal_quality
39,2026-06-28T01:09:11+02:00,2026-06-27T23:09:11+00:00,39.165,30861,True,4,1 2 3 4,,1,True,present_moving,0.403046352181015,-58.0,39.14116353258791,59.76469291815073,61.34794014648226,1.5875,166.19921875,6,17.294564214113194,0.3688411339223006,97.08056047911488,0.38754115789429217,0.4437210878166348
40,2026-06-28T01:09:12+02:00,2026-06-27T23:09:12+00:00,40.171,30902,True,4,1 2 3 4,,1,True,present_still,0.43621228107422194,-58.0,38.131616246105715,57.45640113811737,61.21721500285364,2.1625,162.453125,7,10.84507807200878,0.22118406997195358,55.68261065874757,0.43390911549696115,0.5
41,2026-06-28T01:09:13+02:00,2026-06-27T23:09:13+00:00,41.176,30937,True,4,1 2 3 4,,2,True,present_still,0.3841219703488068,-58.0,33.94592691741964,52.89146916207659,54.59223506602155,1.6,150.59375,5,10.739681463694758,0.23043977746332497,55.68261065874757,0.4387526536726179,0.5
42,2026-06-28T01:09:14+02:00,2026-06-27T23:09:14+00:00,42.18,30977,True,4,1 2 3 4,,1,True,present_still,0.6706911330644906,-58.0,45.745854737010546,67.11583296500439,70.9635622106428,1.5750000000000002,184.80859375,5,13.259888438551377,0.3742976805959379,65.32518712374912,0.35886420026468185,0.31792956794138905
43,2026-06-28T01:09:15+02:00,2026-06-27T23:09:15+00:00,43.184,31013,True,4,1 2 3 4,,1,True,present_still,0.43143498686290027,-58.0,36.0618459671051,57.30224583584134,57.47455976946681,2.1750000000000003,160.74609375,5,13.351509525877725,0.3439873952187226,64.77810223493468,0.3852798129388545,0.3732921018683908
44,2026-06-28T01:09:16+02:00,2026-06-27T23:09:16+00:00,44.189,31045,True,4,1 2 3 4,,1,True,present_moving,0.7041703358158615,-58.0,36.66068254984988,56.14992280412927,58.31257396940558,1.5875,157.69140625,5,14.1110243626374,0.39319658590225726,104.04080821440834,0.37537057960418296,0.5
45,2026-06-28T01:09:17+02:00,2026-06-27T23:09:17+00:00,45.194,31080,True,4,1 2 3 4,,1,True,present_still,0.4868136914929242,-58.0,39.3786748438426,59.52395945237937,62.1465276113026,2.1625000000000005,163.57421875,5,13.38437578714066,0.3037560463372639,62.99069891376303,0.42185084966577574,0.30954402566373707
46,2026-06-28T01:09:18+02:00,2026-06-27T23:09:18+00:00,46.199,31108,True,4,1 2 3 4,,1,True,present_still,0.37446099604265637,-58.0,38.48858371454973,58.197209366257844,59.10850640840114,2.2,157.29296875,5,10.360054939110148,0.39581805070994214,55.68261065874757,0.35973641921699445,0.5
47,2026-06-28T01:09:19+02:00,2026-06-27T23:09:19+00:00,47.204,31145,True,4,1 2 3 4,,1,True,present_still,0.4621079521099508,-58.0,36.44282379367315,56.60340032008751,57.12785740066631,2.1875,155.6796875,5,13.38437578714066,0.3950122829904484,61.98360020158523,0.522639539518142,0.3430474897837936
48,2026-06-28T01:09:20+02:00,2026-06-27T23:09:20+00:00,48.21,31185,True,4,1 2 3 4,,1,True,present_still,0.5170569070985174,-58.0,37.53586069905343,56.56021542682177,58.76722527961586,1.6,157.453125,5,13.38437578714066,0.3994410547927117,61.76089047855796,0.6131951793861048,0.32026833919698905
49,2026-06-28T01:09:21+02:00,2026-06-27T23:09:21+00:00,49.211,31217,True,4,1 2 3 4,,1,True,present_still,0.4240043221840851,-58.0,35.36990930825135,53.72978037078562,55.79344486027381,2.1625,151.5546875,5,10.05697574130862,0.40732425643539866,55.68261065874757,0.4296322725057584,0.5
